year,rank,company,revenue,profit
1956.0,157.0,Babcock & Wilcox,233.3,13.5
1956.0,158.0,Skelly Oil,231.6,32.2
1956.0,159.0,J.E. Seagram,228.9,22.3
1956.0,161.0,M. Lowenstein,228.2,10.8
1956.0,162.0,Motorola,226.7,8.5
1956.0,163.0,Hercules,226.7,19.0
1956.0,164.0,Kimberly-Clark,224.0,20.3
1956.0,165.0,Fruehauf,223.5,8.7
1956.0,166.0,Johnson & Johnson,222.9,11.3
1956.0,167.0,Archer Daniels Midland,221.0,5.8
1956.0,168.0,Oscar Mayer,220.2,4.9
1956.0,169.0,Eaton,218.1,13.3
1956.0,170.0,Unisys,217.8,12.2
1956.0,171.0,Glidden,217.0,8.4
1956.0,172.0,Container Corp. of America,215.6,15.7
1956.0,173.0,Grumman,213.4,9.8
1956.0,174.0,Arden Farms,212.3,2.1
1956.0,175.0,Hearst Consolidated Publications,207.6,2.6
1956.0,176.0,Brink's,205.8,3.1
1956.0,177.0,Bell Intercontinental,204.4,5.9
1956.0,178.0,Admiral,202.4,2.4
1956.0,179.0,Anheuser-Busch,201.7,8.0
1956.0,180.0,Quantum Chemical,201.6,15.5
1956.0,199.0,Consolidation Coal,168.6,14.0
1956.0,200.0,Genesco,167.9,5.3
1956.0,201.0,Walter Industries,167.4,2.4
1956.0,202.0,Sterling Drug,166.9,15.7
1956.0,203.0,Wesson Oil & Snowdrift,166.7,4.7
1956.0,204.0,American-Marietta,165.3,11.1
1956.0,205.0,Dresser Industries,164.8,10.4
1956.0,206.0,Kaiser Industries,164.0,5.1
1956.0,207.0,Pfizer,163.8,15.3
1956.0,208.0,Cone Mills,163.6,4.8
1956.0,209.0,Grinnell,163.2,8.3
1956.0,210.0,Rohm & Haas,161.6,17.7
1956.0,211.0,Owens Corning,161.3,10.9
1956.0,212.0,Rheem Manufacturing,160.6,5.2
1956.0,214.0,Baldwin-Lima-Hamilton,160.3,1.8
1956.0,215.0,Gair (Robert),160.2,9.3
1956.0,216.0,Brown Shoe,159.5,6.5
1956.0,217.0,Merck,157.9,15.7
1956.0,218.0,Schenley Industries,157.8,6.1
1956.0,219.0,Corning,157.7,18.6
1956.0,220.0,Altria Group,157.0,11.5
1956.0,221.0,Simmons,156.3,6.6
1956.0,222.0,McDonnell Douglas,154.6,4.6
1956.0,223.0,Fairchild Engine & Airplane,154.4,4.3
1956.0,224.0,Dart Industries,153.5,4.1
1956.0,225.0,Zenith Electronics,152.9,8.0
1956.0,226.0,Hershey Foods,151.6,10.6
1956.0,227.0,Staley Continental,151.5,5.2
1956.0,228.0,Eastern Gas & Fuel Associates,151.1,5.2
1956.0,229.0,Champion International,150.6,7.5
1956.0,230.0,Mead,150.5,10.6
1956.0,231.0,BOC,149.2,11.6
1956.0,232.0,Bridgeport Brass,148.6,5.5
1956.0,233.0,National Gypsum,148.2,15.8
1956.0,234.0,Abex,147.1,6.4
1956.0,235.0,Chance Vought,147.1,4.8
1956.0,236.0,Scovill,146.9,5.5
1956.0,237.0,Continental Motors,145.5,2.5
1956.0,238.0,Ingersoll-Rand,145.4,27.5
1956.0,239.0,Anaconda Wire & Cable,145.2,7.0
1956.0,240.0,AMF,145.0,4.8
1956.0,241.0,McLouth Steel,145.0,8.1
1956.0,242.0,National Sugar Refining,144.9,1.9
1956.0,243.0,Central Soya,144.8,2.6
1956.0,244.0,Stauffer Chemical,143.6,12.3
1956.0,245.0,Endicott Johnson,143.1,2.8
1956.0,246.0,ITT Rayonier,142.5,15.9
1956.0,247.0,McGraw-Edison,142.5,9.5
1956.0,248.0,Budd,141.5,12.2
1956.0,249.0,Eli Lilly,141.3,16.3
1956.0,250.0,Studebaker-Worthington,140.9,7.2
1956.0,251.0,Kelsey-Hayes,140.8,7.4
1956.0,252.0,Campbell Taggart,140.6,7.9
1956.0,253.0,American Bakeries,139.0,5.4
1956.0,254.0,Stokely-Van Camp,136.5,3.8
1956.0,255.0,Kaiser Steel,136.1,5.7
1956.0,256.0,Combustion Engineering,135.8,5.6
1956.0,257.0,Certainteed,135.4,8.1
1956.0,258.0,Champion Papers,135.2,10.2
1956.0,259.0,Marathon,135.1,9.2
1956.0,260.0,Pabst Brewing,134.3,2.4
1956.0,261.0,Cletrac,133.6,4.8
1956.0,262.0,General Precision Equipment,133.3,2.5
1956.0,263.0,Clark Equipment,131.3,9.5
1956.0,264.0,Lorillard,129.8,6.6
1956.0,265.0,Link-Belt,129.5,7.6
1956.0,266.0,Tecumseh Products,129.5,6.3
1956.0,267.0,GK Technologies,129.4,6.5
1956.0,268.0,Diamond International,128.8,9.1
1956.0,269.0,General Host,128.7,2.1
1956.0,270.0,WestPoint Stevens,128.6,5.1
1956.0,271.0,Keebler,127.1,3.6
1956.0,272.0,"Parke, Davis",123.1,14.3
1956.0,273.0,Union Camp,123.0,14.3
1956.0,274.0,Newport News Shipbuilding,122.5,4.8
1956.0,275.0,Bemis,121.8,2.1
1956.0,276.0,St. Joseph Lead,121.5,12.7
1956.0,277.0,GAF,121.2,4.2
1956.0,278.0,Alco Products,120.7,4.3
1956.0,279.0,Sunshine Biscuits,119.2,6.1
1956.0,280.0,Granite City Steel,116.3,12.6
1956.0,281.0,Eagle-Picher Industries,114.5,5.0
1956.0,282.0,Cleveland-Cliffs,114.5,13.4
1956.0,283.0,Stewart-Warner,113.8,6.2
1956.0,284.0,Anchor Hocking,113.8,6.1
1956.0,285.0,Crown Holdings,113.0,1.8
1956.0,286.0,"Fairbanks, Morse",111.9,2.7
1956.0,311.0,Allied Mills,97.8,2.8
1956.0,312.0,Kendall,97.6,3.8
1956.0,313.0,Ward Foods,97.0,1.5
1956.0,314.0,Imcera Group,96.5,6.3
1956.0,315.0,Automatic Canteen,95.8,1.9
1956.0,316.0,National Container,95.3,8.4
1956.0,317.0,Case,94.8,0.9
1956.0,318.0,Pocahontas Fuel,94.8,4.8
1956.0,319.0,Fairmont Foods,94.5,1.0
1956.0,320.0,Hooker Chemical,94.2,10.6
1956.0,321.0,Texasgulf,93.6,32.4
1956.0,322.0,Maytag,93.1,6.3
1956.0,323.0,Stanley Works,92.5,5.6
1956.0,324.0,Ex-Cell-O,92.5,9.5
1956.0,325.0,Wagner Electric,92.3,4.7
1956.0,326.0,Georgia-Pacific,92.0,6.2
1956.0,327.0,Dan River,91.7,3.8
1956.0,328.0,Abbott Laboratories,91.7,9.7
1956.0,329.0,US Pharmaceuticals,91.7,16.0
1956.0,330.0,Lone Star Industries,91.5,14.8
1956.0,331.0,Squibb,91.1,3.7
1956.0,332.0,ESB,90.8,2.6
1956.0,333.0,Spencer Kellogg & Sons,90.3,0.3
1956.0,334.0,Sunbeam/Oster,90.1,6.9
1956.0,335.0,Foster Wheeler,90.1,1.3
1956.0,336.0,Warner-Lambert,90.0,8.1
1956.0,337.0,Carborundum,89.8,5.2
1956.0,338.0,Fibreboard,89.8,6.5
1956.0,339.0,PepsiCo,89.0,9.5
1956.0,340.0,Emerson Radio & Phonograph,87.4,2.5
1956.0,341.0,Cluett Peabody,87.4,3.8
1956.0,342.0,Thomas J. Lipton,87.2,3.5
1956.0,343.0,Gerber Products,86.7,5.5
1956.0,344.0,Riegel Textile,86.3,1.6
1956.0,345.0,Paccar,86.2,3.6
1956.0,346.0,Wm. Wrigley Jr.,86.1,11.6
1956.0,347.0,Outboard Marine,85.9,6.4
1956.0,348.0,Hines (Edward) Lumber,85.6,5.2
1956.0,349.0,Norton Simon,85.6,2.4
1956.0,350.0,Federal-Mogul,85.0,7.8
1956.0,351.0,Royal McBee,84.7,3.6
1956.0,352.0,Pepperell Manufacturing,84.7,1.9
1956.0,353.0,Houdaille Industries,84.6,2.8
1956.0,354.0,Beaunit,84.0,3.9
1956.0,355.0,Industrial Rayon,83.7,10.7
1956.0,356.0,National Automotive Fibers,83.5,2.2
1956.0,357.0,Motor Products,83.5,-1.7
1956.0,359.0,Rockwell Manufacturing,82.9,6.8
1956.0,360.0,Raybestos-Manhattan,82.9,3.7
1956.0,361.0,Bigelow-Sanford,82.7,2.4
1956.0,362.0,York International,82.7,2.4
1956.0,363.0,Rohr,82.4,3.3
1956.0,364.0,Olivetti Underwood,82.4,1.5
1956.0,365.0,Ruberoid,82.1,4.5
1956.0,366.0,Joy Technologies,81.9,5.7
1956.0,367.0,U.S. Industries,81.3,3.6
1956.0,368.0,City Products,81.3,4.1
1956.0,369.0,Cummins,81.0,4.5
1956.0,370.0,Coltec Industries,81.0,1.9
1956.0,371.0,Amsted Industries,80.7,3.8
1956.0,372.0,Midland-Ross,80.6,4.4
1956.0,373.0,Harbison-Walker Refractories,80.5,7.7
1956.0,374.0,Hazel-Atlas Glass,79.9,3.4
1956.0,375.0,Island Creek Coal,79.4,6.2
1956.0,376.0,Lukens Steel,79.3,1.7
1956.0,377.0,Superior Oil,78.9,3.4
1956.0,378.0,Square D,78.7,8.4
1956.0,379.0,Handy & Harman,78.7,0.9
1956.0,380.0,Motor Wheel,78.6,3.0
1956.0,381.0,Copperweld Steel,78.5,2.4
1956.0,382.0,LTV,78.2,3.1
1956.0,383.0,Virginia-Carolina Chemical,77.5,2.4
1956.0,384.0,Falstaff Brewing,77.0,4.4
1956.0,385.0,Beech Aircraft,77.0,3.6
1956.0,386.0,"American Zinc, Lead & Smelting",76.7,2.6
1956.0,387.0,McGraw-Hill,76.7,6.3
1956.0,388.0,Bulova Watch,76.4,3.0
1956.0,389.0,Kroehler Manufacturing,76.2,4.1
1956.0,390.0,Bristol-Myers Squibb,75.7,4.9
1956.0,391.0,Barium Steel,75.1,0.7
1956.0,392.0,Hartmarx,74.8,1.7
1956.0,393.0,Mansfield Tire & Rubber,74.6,1.8
1956.0,394.0,Cerro,74.1,14.0
1956.0,395.0,Daystrom,73.8,1.7
1956.0,396.0,American Bosch Arma,73.8,3.4
1956.0,397.0,Mohasco,73.7,1.7
1956.0,398.0,Joslyn Manufacturing & Supply,73.5,3.2
1956.0,399.0,AM International,73.4,6.7
1956.0,400.0,Minnesota & Ontario Paper,73.1,7.4
1956.0,401.0,I-T-E Imperial,73.0,1.8
1956.0,402.0,Murray Corp.,72.9,5.7
1956.0,403.0,Bibb Manufacturing,72.8,1.9
1956.0,404.0,Great Western Sugar,72.7,4.2
1956.0,405.0,Richardson-Vicks,72.7,6.5
1956.0,406.0,Minneapolis-Moline,72.3,0.7
1956.0,407.0,Clevite,71.9,4.9
1956.0,408.0,Bucyrus-Erie,71.7,6.5
1956.0,409.0,Lees (James) & Sons,71.3,3.4
1956.0,410.0,American Forest Products,71.3,2.6
1956.0,411.0,American Enka,71.3,7.1
1956.0,412.0,Celotex,71.1,5.1
1956.0,413.0,American Optical,71.0,2.6
1956.0,414.0,Crowell-Collier Publishing,70.9,0.8
1956.0,415.0,Lehigh Portland Cement,70.9,11.3
1956.0,416.0,National Can,70.9,1.0
1956.0,417.0,Times Mirror,70.7,3.2
1956.0,418.0,Ideal Basic Industries,70.0,13.8
1956.0,419.0,Dayco,69.2,2.3
1956.0,420.0,Remington Arms,69.0,7.9
1956.0,421.0,Armstrong Rubber,69.0,2.7
1956.0,422.0,Avon Products,68.9,6.0
1956.0,423.0,American Agricultural Chemical,68.7,4.4
1956.0,424.0,Carey (Philip) Manufacturing,68.0,2.6
1956.0,425.0,Pennwalt Corp,67.8,3.5
1956.0,426.0,Mueller Brass,67.7,2.5
1956.0,427.0,Arvin Industries,67.4,4.1
1956.0,428.0,Cuban Atlantic Sugar,67.3,3.1
1956.0,429.0,Tennessee Corp.,66.5,7.7
1956.0,430.0,Joy Global,66.3,1.5
1956.0,431.0,Berkshire Hathaway,65.5,0.3
1956.0,432.0,Savannah Sugar Refining,64.6,1.8
1956.0,433.0,Ekco Products,64.5,5.2
1956.0,434.0,Calumet & Hecia,64.4,3.6
1956.0,435.0,Ceco Industries,64.3,2.5
1956.0,436.0,International Silver,64.2,3.1
1956.0,437.0,Todd Shipyards,64.2,1.1
1956.0,438.0,Robertshaw Controls,64.0,3.8
1956.0,439.0,P.R. Mallory,63.9,2.2
1956.0,440.0,Solar Aircraft,63.9,2.1
1956.0,441.0,American Metal Products,63.5,4.3
1956.0,442.0,Chicago Pneumatic Tool,63.4,7.4
1956.0,443.0,Freeport Sulphur,63.3,12.4
1956.0,444.0,Lily-Tulip Cup,63.1,5.3
1956.0,445.0,Columbian Carbon,62.8,6.3
1956.0,446.0,Bliss (E.W.),62.8,2.1
1956.0,447.0,National Homes,62.3,2.1
1956.0,448.0,Suntide Refining,62.1,1.6
1956.0,449.0,Bird & Son,61.7,2.4
1956.0,450.0,Cutler-Hammer,61.6,5.6
1956.0,451.0,Publicker Industries,61.5,-1.8
1956.0,452.0,Canada Dry,61.4,3.5
1956.0,453.0,Consolidated Papers,61.2,5.6
1956.0,454.0,Climax Molybdenum,61.1,17.4
1956.0,455.0,Anderson-Prichard Oil,61.0,5.0
1956.0,456.0,Harshaw Chemical,60.9,2.5
1956.0,457.0,Butler Manufacturing,60.8,1.7
1956.0,458.0,Bates Manufacturing,60.7,2.1
1956.0,459.0,Standard Coil Products,60.5,-0.3
1956.0,460.0,Consolidated Coppermines,60.5,6.2
1956.0,461.0,Continental Foundry & Machine,60.4,2.9
1956.0,462.0,Atlas Powder,60.3,3.5
1956.0,463.0,Elgin National Watch,60.1,1.6
1956.0,464.0,Erwin Mills,59.9,0.7
1956.0,465.0,Mullins Manufacturing,59.8,1.7
1956.0,466.0,Congoleum,59.8,2.2
1956.0,467.0,Gould-National Batteries,59.7,2.6
1956.0,468.0,Tobin Packing,59.3,1.1
1956.0,469.0,Premcor,59.0,1.4
1956.0,470.0,Natl. Malleable & Steel Castings,59.0,2.4
1956.0,471.0,Crown Central,58.8,1.7
1956.0,472.0,Dole,58.8,1.4
1956.0,473.0,Glen Alden,58.7,0.2
1956.0,474.0,Servel,58.6,-4.0
1956.0,475.0,Stanley Home Products,58.5,3.1
1956.0,476.0,Alan Wood Steel,58.4,2.6
1956.0,477.0,Laclede Steel,58.2,4.0
1956.0,478.0,Briggs & Stratton,58.1,6.6
1956.0,479.0,Du Mont (Allen B.) Labs.,57.8,-3.7
1956.0,480.0,Visking,57.7,5.1
1956.0,481.0,Vertol Aircraft,57.7,1.6
1956.0,482.0,Bohn Aluminum & Brass,57.5,2.2
1956.0,483.0,Vanadium,57.3,5.4
1956.0,484.0,Sutherland Paper,57.3,3.5
1956.0,485.0,Blue Bell,57.1,1.8
1956.0,486.0,Graniteville Co.,56.8,1.3
1956.0,487.0,Commercial Solvents,56.6,3.5
1956.0,488.0,Pittsburgh Coke & Chemical,56.6,3.1
1956.0,489.0,General Refractories,56.5,6.0
1956.0,490.0,Oxford Paper,56.4,4.1
1956.0,491.0,Langendorf United Bakeries,56.4,1.3
1956.0,492.0,South Penn Oil,55.8,6.1
1956.0,493.0,Signal Oil Gas,55.7,9.6
1956.0,494.0,Champlin Oil & Refining,55.7,7.0
1956.0,495.0,Great Northern Paper,55.7,5.0
1956.0,496.0,Sheller Manufacturing,55.6,3.8
1956.0,497.0,Holly Sugar,55.5,2.2
1956.0,498.0,Consolidated Cigar,55.3,2.2
1956.0,499.0,Weatherhead,55.2,2.3
1956.0,500.0,Warren (S.D.),55.1,2.9
1957.0,1.0,General Motors,10796.4,847.4
1957.0,2.0,Exxon Mobil,7126.9,808.5
1957.0,3.0,Ford Motor,4647.0,236.6
1957.0,4.0,U.S. Steel,4228.9,348.1
1957.0,5.0,General Electric,4090.0,213.8
1957.0,6.0,Mobil,2750.3,249.5
1957.0,7.0,Chrysler,2676.3,20.0
1957.0,8.0,Esmark,2429.3,14.0
1957.0,9.0,AT&T Technologies,2372.7,81.0
1957.0,10.0,Gulf Oil,2339.7,282.7
1957.0,11.0,Bethlehem Steel,2326.7,161.4
1957.0,12.0,Texaco,2046.3,302.3
1957.0,13.0,Armour,2011.4,14.7
1957.0,14.0,Amoco,1890.2,149.4
1957.0,15.0,DuPont,1888.4,383.4
1957.0,16.0,Shell Oil,1635.4,135.8
1957.0,17.0,CBS,1525.4,3.5
1957.0,18.0,ChevronTexaco,1452.5,267.9
1957.0,19.0,Goodyear Tire & Rubber,1358.8,62.5
1957.0,20.0,Kraft,1352.9,41.7
1957.0,21.0,Union Carbide,1324.5,146.2
1957.0,22.0,Navistar International,1252.1,49.6
1957.0,23.0,Republic Steel,1244.2,90.4
1957.0,24.0,Sinclair Oil,1180.1,95.9
1957.0,25.0,RCA,1121.1,40.0
1957.0,26.0,Firestone Tire & Rubber,1115.2,60.5
1957.0,27.0,Douglas Aircraft,1073.5,33.2
1957.0,28.0,General Dynamics,1047.8,31.9
1957.0,29.0,Procter & Gamble,1038.3,59.3
1957.0,30.0,ConocoPhillips,1033.4,95.2
1957.0,31.0,Continental Group,1010.3,43.1
1957.0,32.0,Boeing,1006.4,32.1
1957.0,33.0,Citgo Petroleum,973.7,62.2
1957.0,34.0,International Paper,969.6,86.6
1957.0,35.0,United Technologies,952.9,37.1
1957.0,36.0,General Foods,931.1,39.0
1957.0,37.0,Rockwell Automation,914.0,28.8
1957.0,38.0,Uniroyal,901.3,31.9
1957.0,39.0,Borden Chemical,877.0,23.6
1957.0,40.0,Alcoa,864.4,89.6
1957.0,41.0,Sperry,815.8,47.4
1957.0,42.0,American Can,771.6,34.8
1957.0,43.0,ARMCO,761.8,65.6
1957.0,44.0,Eastman Kodak,761.7,94.2
1957.0,45.0,Anaconda,749.4,111.5
1957.0,46.0,Jones & Laughlin Steel,742.6,45.1
1957.0,47.0,Lockheed Martin,742.6,13.9
1957.0,48.0,Intl. Business Machines,734.3,68.8
1957.0,49.0,Sunoco,731.4,56.2
1957.0,50.0,Ryerson Tull,727.2,53.0
1957.0,51.0,Goodrich,724.2,43.8
1957.0,52.0,Caterpillar,685.9,55.4
1957.0,53.0,Youngstown Sheet & Tube,676.3,43.2
1957.0,54.0,Honeywell Intl.,668.9,47.0
1957.0,55.0,AMAX,667.3,23.9
1957.0,56.0,National Intergroup,664.3,52.5
1957.0,57.0,Burlington Industries Equity,636.4,20.8
1957.0,58.0,Wilson,609.0,7.1
1957.0,59.0,BorgWarner,598.7,35.8
1957.0,60.0,Ogden,597.7,6.7
1957.0,61.0,Olin,596.7,44.8
1957.0,62.0,PPG Industries,596.6,55.4
1957.0,63.0,Asarco,592.9,39.8
1957.0,64.0,Fortune Brands,585.2,52.0
1957.0,65.0,Bendix,581.4,24.3
1957.0,66.0,NL Industries,576.3,63.2
1957.0,67.0,Conoco,576.3,51.8
1957.0,68.0,Curtiss-Wright,571.1,43.2
1957.0,69.0,Kennecott,567.0,143.2
1957.0,70.0,Dow Chemical,565.3,59.7
1957.0,71.0,Allis-Chalmers,547.4,20.4
1957.0,72.0,Atlantic Richfield,544.9,47.2
1957.0,73.0,ITT Industries,544.8,28.1
1957.0,74.0,Monsanto,541.9,38.6
1957.0,75.0,Tidewater Oil,522.6,38.0
1957.0,76.0,Nabisco Group Holdings,518.3,61.9
1957.0,77.0,General Mills,516.1,14.1
1957.0,78.0,American Cyanamid,500.7,55.4
1957.0,79.0,Owens-Illinois,496.0,35.3
1957.0,80.0,Pure Oil,486.2,36.6
1957.0,81.0,Standard Brands,473.2,12.1
1957.0,82.0,Crown Zellerbach,462.4,73.7
1957.0,83.0,Sealed Air,438.1,19.8
1957.0,84.0,Campbell Soup,429.8,29.2
1957.0,85.0,Phelps Dodge,418.8,87.0
1957.0,86.0,Nabisco Brands,410.5,20.3
1957.0,87.0,American Motors,408.4,-19.7
1957.0,88.0,Reynolds Metals,405.2,41.2
1957.0,89.0,American Standard,401.3,19.6
1957.0,90.0,Unocal,396.4,34.2
1957.0,91.0,Ralston Purina,393.7,14.3
1957.0,92.0,BP America,392.5,26.6
1957.0,93.0,GenCorp,390.5,10.9
1957.0,94.0,Foremost Dairies,384.0,10.2
1957.0,95.0,Crane,375.2,10.9
1957.0,96.0,Merritt-Chapman & Scott,374.0,16.8
1957.0,97.0,J.P. Stevens,372.6,10.4
1957.0,98.0,United Merchants & Mfrs.,368.6,13.8
1957.0,99.0,Whirlpool,368.2,13.8
1957.0,100.0,Pullman,364.4,12.7
1957.0,101.0,Singer,363.9,19.1
1957.0,102.0,Hygrade Food Products,362.0,2.4
1957.0,103.0,Martin Marietta,359.0,10.8
1957.0,104.0,Carnation,358.0,9.0
1957.0,105.0,Philco,347.9,0.4
1957.0,106.0,Republic Aviation,346.2,7.4
1957.0,107.0,Kaisertech,343.6,42.3
1957.0,108.0,CF&I Steel,341.6,16.7
1957.0,109.0,NCR,340.9,18.4
1957.0,110.0,Morrell (John),340.8,2.9
1957.0,111.0,Amstar,338.1,9.9
1957.0,112.0,Consolidation Coal,335.6,37.4
1957.0,113.0,Sylvania Electric Products,332.3,14.8
1957.0,114.0,Sunray DX Oil,332.2,45.3
1957.0,115.0,Pillsbury,331.0,4.4
1957.0,116.0,3M,330.8,38.7
1957.0,117.0,St. Regis,330.6,22.5
1957.0,118.0,Beatrice,325.0,6.4
1957.0,119.0,Weyerhaeuser,324.1,51.4
1957.0,120.0,Northrop Grumman,322.5,5.0
1957.0,121.0,Avco,320.6,-16.4
1957.0,122.0,Hormel Foods,319.3,5.1
1957.0,123.0,Deere,313.6,20.1
1957.0,124.0,Manville,310.4,25.0
1957.0,125.0,Liggett Group,308.5,26.5
1957.0,126.0,Otis Elevator,307.8,9.2
1957.0,127.0,TRW,306.5,13.0
1957.0,128.0,Koppers,305.6,12.1
1957.0,129.0,Bestfoods,304.2,23.5
1957.0,130.0,Studebaker,303.0,-103.3
1957.0,131.0,FMC,302.2,15.9
1957.0,132.0,Wyeth,295.5,31.2
1957.0,133.0,"Libby, McNeill & Libby",292.5,8.0
1957.0,134.0,Cudahy,291.1,6.1
1957.0,135.0,Colgate-Palmolive,291.0,10.5
1957.0,136.0,M. Lowenstein,290.6,5.7
1957.0,137.0,Honeywell,287.9,22.5
1957.0,138.0,Allegheny International,286.0,15.3
1957.0,139.0,Continental Baking,284.2,7.5
1957.0,140.0,National Supply,282.9,15.2
1957.0,141.0,Babcock & Wilcox,281.5,14.1
1957.0,142.0,Ashland,279.9,13.5
1957.0,143.0,Quaker Oats,277.2,11.6
1957.0,144.0,Container Corp. of America,276.0,18.2
1957.0,145.0,Marathon Oil,275.0,41.2
1957.0,146.0,Coca-Cola,273.3,29.2
1957.0,147.0,Unisys,271.8,14.2
1957.0,148.0,Scott Paper,270.3,22.4
1957.0,149.0,Furniture Brands Intl.,266.8,11.8
1957.0,150.0,Kaiser Industries,266.4,15.0
1957.0,151.0,Rath Packing,265.5,3.6
1957.0,152.0,USG,265.0,40.6
1957.0,153.0,Crucible Steel,263.9,12.8
1957.0,154.0,H.J. Heinz,262.4,10.6
1957.0,155.0,Aeroquip-Vickers,259.1,29.2
1957.0,156.0,Wheeling Pittsburgh,256.3,17.7
1957.0,157.0,Fruehauf,255.6,6.3
1957.0,158.0,Mack Trucks,254.2,12.1
1957.0,159.0,Richfield Oil,253.9,26.6
1957.0,160.0,Kimberly-Clark,253.3,21.6
1957.0,161.0,Skelly Oil,251.4,34.1
1957.0,162.0,Revere Copper & Brass,250.5,9.6
1957.0,163.0,Arden Farms,250.0,2.4
1957.0,164.0,Rockwell-Standard,249.5,11.9
1957.0,165.0,Del Monte Foods,249.3,11.4
1957.0,166.0,Armstrong Holdings,247.4,13.3
1957.0,167.0,Brink's,246.2,7.4
1957.0,168.0,Textron,245.8,6.5
1957.0,169.0,ACF Industries,245.6,8.0
1957.0,170.0,Johnson & Johnson,244.1,12.9
1957.0,171.0,American Viscose,239.4,14.9
1957.0,172.0,A.O. Smith,238.2,7.1
1957.0,173.0,Hercules,235.9,17.7
1957.0,174.0,Electric Autolite,231.6,2.3
1957.0,175.0,Dresser Industries,230.3,17.3
1957.0,176.0,Quantum Chemical,229.9,20.1
1957.0,177.0,Pet,229.4,29.0
1957.0,178.0,Dana,228.5,17.3
1957.0,179.0,J.E. Seagram,228.5,12.3
1957.0,180.0,Motorola,227.6,8.0
1957.0,181.0,Eaton,227.2,13.0
1957.0,182.0,Glidden,226.3,8.1
1957.0,183.0,Oscar Mayer,219.7,5.7
1957.0,184.0,Brown Shoe,219.1,8.5
1957.0,185.0,Bell Intercontinental,216.0,5.8
1957.0,186.0,Anheuser-Busch,214.7,9.8
1957.0,187.0,Westinghouse Air Brake,214.7,11.9
1957.0,188.0,Timken,214.5,21.8
1957.0,189.0,Hearst Consolidated Publications,211.2,1.2
1957.0,190.0,Archer Daniels Midland,210.9,5.9
1957.0,191.0,McGraw-Edison,210.6,14.0
1957.0,192.0,White Motor,207.4,7.2
1957.0,193.0,Cannon Mills,206.4,10.6
1957.0,194.0,Champion International,202.8,11.3
1957.0,195.0,American-Marietta,202.3,16.2
1957.0,196.0,Kellogg,201.7,15.1
1957.0,197.0,Kaiser Steel,201.5,23.6
1957.0,198.0,Gillette,200.7,31.5
1957.0,199.0,AMF,198.1,9.0
1957.0,200.0,Grumman,197.5,7.7
1957.0,201.0,Baldwin-Lima-Hamilton,195.3,3.7
1957.0,202.0,Genesco,195.2,5.9
1957.0,203.0,GATX,195.0,13.6
1957.0,204.0,Carrier,193.2,9.4
1957.0,205.0,Ingersoll-Rand,189.1,36.1
1957.0,206.0,Grinnell,189.0,8.8
1957.0,207.0,Celanese,188.3,16.9
1957.0,208.0,Westvaco,187.6,16.3
1957.0,209.0,GK Technologies,186.6,12.0
1957.0,210.0,Curtis Publishing,186.6,6.2
1957.0,211.0,McDonnell Douglas,186.2,6.8
1957.0,212.0,Abex,186.1,9.0
1957.0,213.0,Altria Group,182.5,12.8
1957.0,214.0,Admiral,182.0,1.0
1957.0,215.0,Eli Lilly,181.5,30.1
1957.0,216.0,Staley Continental,181.0,4.9
1957.0,217.0,Sharon Steel,178.7,13.3
1957.0,218.0,Pfizer,178.4,18.3
1957.0,219.0,Pittsburgh Steel,178.3,6.2
1957.0,220.0,Sterling Drug,177.7,16.9
1957.0,221.0,Eastern Gas & Fuel Associates,176.9,10.8
1957.0,222.0,Walter Industries,176.1,3.0
1957.0,223.0,Raytheon,175.5,1.3
1957.0,224.0,Rheem Manufacturing,173.9,-9.7
1957.0,225.0,Owens Corning,173.1,10.4
1957.0,227.0,Merck,172.4,20.2
1957.0,228.0,National Sugar Refining,172.1,2.6
1957.0,229.0,Alco Products,170.4,4.0
1957.0,230.0,Studebaker-Worthington,170.2,9.3
1957.0,231.0,BOC,169.8,15.7
1957.0,232.0,Combustion Engineering,169.0,6.5
1957.0,233.0,Mead,168.3,13.4
1957.0,234.0,Blaw-Knox,167.0,7.0
1957.0,235.0,Central Soya,166.6,2.7
1957.0,236.0,Budd,166.6,14.2
1957.0,237.0,Wesson Oil & Snowdrift,165.4,4.1
1957.0,238.0,Rohm & Haas,164.1,16.1
1957.0,239.0,Link-Belt,163.9,11.1
1957.0,240.0,McLouth Steel,163.9,8.8
1957.0,241.0,Bridgeport Brass,163.3,4.7
1957.0,242.0,Union Camp,163.1,21.5
1957.0,243.0,Corning,163.1,18.4
1957.0,244.0,Schenley Industries,160.0,8.4
1957.0,245.0,Stokely-Van Camp,159.5,4.5
1957.0,246.0,Anaconda Wire & Cable,159.4,9.6
1957.0,247.0,Stauffer Chemical,159.1,13.7
1957.0,248.0,Tecumseh Products,159.0,7.4
1957.0,249.0,Cone Mills,156.2,5.5
1957.0,250.0,Dart Industries,155.6,4.5
1957.0,251.0,Fairchild Engine & Airplane,155.1,2.0
1957.0,252.0,Kelsey-Hayes,154.6,7.1
1957.0,253.0,Champion Papers,154.2,13.1
1957.0,254.0,General Precision Equipment,153.3,2.4
1957.0,255.0,Marathon,152.9,9.1
1957.0,256.0,National Gypsum,151.9,14.3
1957.0,257.0,Endicott Johnson,151.4,2.8
1957.0,258.0,Sunshine Biscuits,150.6,6.9
